Question Type,No. of students attended the question,Time Taken ,Number of times MCQ option change,No. of Times compilation,No. of Hints used,Programming Language,Feedback,Correct,Wrong,Partially Correct,Maximum mark,Difficulty
1,201839,4348,0,0,0,0,1,151379.25,50459.75,0,6,Medium
1,447409,1214,0,0,0,0,0,335556.75,111852.25,0,6,Medium
1,939644,4139,0,0,0,0,1,704733,234911,0,4,Medium
1,712829,902,0,0,0,0,1,534621.75,178207.25,0,4,Medium
1,543412,2623,0,0,0,0,0,407559,135853,0,3,Medium
1,693386,1186,0,0,0,0,0,520039.5,173346.5,0,6,Medium
1,492177,4598,0,0,0,0,1,369132.75,123044.25,0,2,Medium
1,737557,4751,0,0,0,0,1,553167.75,184389.25,0,3,Medium
1,664118,2694,0,0,0,0,0,498088.5,166029.5,0,2,Medium
1,360765,1002,0,0,0,0,1,270573.75,90191.25,0,3,Medium
1,167459,2357,0,0,0,0,0,125594.25,41864.75,0,6,Medium
1,356613,4089,0,0,0,0,1,267459.75,89153.25,0,5,Medium
1,894548,2075,0,0,0,0,0,670911,223637,0,1,Hard
1,708755,2238,0,0,0,0,0,531566.25,177188.75,0,2,Medium
1,866781,3289,0,0,0,0,0,650085.75,216695.25,0,5,Medium
1,416351,1630,0,0,0,0,0,312263.25,104087.75,0,2,Medium
1,113849,534,0,0,0,0,1,85386.75,28462.25,0,2,Medium
1,192721,1998,0,0,0,0,0,144540.75,48180.25,0,3,Medium
1,214828,2028,0,0,0,0,1,161121,53707,0,1,Hard
1,839669,3924,0,0,0,0,1,629751.75,209917.25,0,1,Medium
1,272233,1961,0,0,0,0,1,204174.75,68058.25,0,4,Medium
1,664641,3993,0,0,0,0,0,498480.75,166160.25,0,5,Medium
1,153760,3293,0,0,0,0,0,115320,38440,0,3,Medium
1,471282,2144,0,0,0,0,1,353461.5,117820.5,0,1,Hard
1,532926,139,0,0,0,0,1,399694.5,133231.5,0,1,Medium
1,816980,2873,0,0,0,0,1,612735,204245,0,4,Medium
1,349073,2309,0,0,0,0,0,261804.75,87268.25,0,5,Medium
1,793177,4661,0,0,0,0,1,594882.75,198294.25,0,5,Hard
1,817991,1294,0,0,0,0,1,613493.25,204497.75,0,1,Medium
1,872985,1990,0,0,0,0,1,654738.75,218246.25,0,4,Medium
1,457919,4223,0,0,0,0,0,343439.25,114479.75,0,3,Medium
1,736025,2289,0,0,0,0,0,552018.75,184006.25,0,1,Medium
1,728493,1436,0,0,0,0,1,546369.75,182123.25,0,4,Medium
1,282373,2810,0,0,0,0,0,211779.75,70593.25,0,3,Medium
1,516657,3285,0,0,0,0,0,387492.75,129164.25,0,1,Medium
1,262525,1954,0,0,0,0,0,196893.75,65631.25,0,3,Hard
1,570226,4023,0,0,0,0,1,427669.5,142556.5,0,2,Hard
1,134433,1840,0,0,0,0,1,100824.75,33608.25,0,4,Medium
1,382353,449,0,0,0,0,1,286764.75,95588.25,0,5,Medium
1,578452,4027,0,0,0,0,1,433839,144613,0,5,Medium
1,210060,330,0,0,0,0,1,157545,52515,0,1,Medium
1,888822,4975,0,0,0,0,1,666616.5,222205.5,0,2,Medium
1,852606,3998,0,0,0,0,1,639454.5,213151.5,0,4,Medium
1,311951,3257,0,0,0,0,0,233963.25,77987.75,0,1,Medium
1,373542,3234,0,0,0,0,1,280156.5,93385.5,0,5,Hard
1,235423,3704,0,0,0,0,0,176567.25,58855.75,0,6,Medium
1,461628,221,0,0,0,0,1,346221,115407,0,5,Medium
1,483853,4892,0,0,0,0,1,362889.75,120963.25,0,3,Medium
1,788515,4798,0,0,0,0,1,591386.25,197128.75,0,1,Hard
1,539774,4473,0,0,0,0,0,404830.5,134943.5,0,2,Medium
1,100070,1168,0,0,0,0,0,75052.5,25017.5,0,6,Medium
1,175950,2799,0,0,0,0,1,131962.5,43987.5,0,5,Hard
1,227440,2098,0,0,0,0,0,170580,56860,0,2,Medium
1,903467,302,0,0,0,0,1,677600.25,225866.75,0,4,Medium
1,573267,1620,0,0,0,0,1,429950.25,143316.75,0,6,Medium
1,291171,1490,0,0,0,0,1,218378.25,72792.75,0,1,Medium
1,122877,3133,0,0,0,0,1,92157.75,30719.25,0,4,Medium
1,304387,3335,0,0,0,0,0,228290.25,76096.75,0,6,Medium
1,136464,1998,0,0,0,0,0,102348,34116,0,2,Medium
1,545831,2351,0,0,0,0,0,409373.25,136457.75,0,2,Medium
1,598754,4673,0,0,0,0,1,449065.5,149688.5,0,4,Medium
1,117339,4455,0,0,0,0,1,88004.25,29334.75,0,3,Hard
1,860514,3487,0,0,0,0,0,645385.5,215128.5,0,6,Medium
1,860959,408,0,0,0,0,0,645719.25,215239.75,0,1,Medium
1,577948,959,0,0,0,0,1,433461,144487,0,4,Medium
1,322406,757,0,0,0,0,0,241804.5,80601.5,0,3,Hard
1,201137,1822,0,0,0,0,0,150852.75,50284.25,0,6,Hard
1,256000,4268,0,0,0,0,0,192000,64000,0,1,Medium
1,696280,720,0,0,0,0,1,522210,174070,0,6,Medium
1,980552,2754,0,0,0,0,1,735414,245138,0,1,Medium
1,432391,4424,0,0,0,0,1,324293.25,108097.75,0,3,Medium
1,377186,2228,0,0,0,0,1,282889.5,94296.5,0,5,Medium
1,206197,564,0,0,0,0,1,154647.75,51549.25,0,6,Hard
1,383682,2867,0,0,0,0,0,287761.5,95920.5,0,6,Medium
1,866659,1615,0,0,0,0,0,649994.25,216664.75,0,5,Medium
1,311752,4983,0,0,0,0,0,233814,77938,0,4,Medium
1,260961,2440,0,0,0,0,0,195720.75,65240.25,0,4,Medium
1,449487,2506,0,0,0,0,1,337115.25,112371.75,0,6,Hard
1,421371,2213,0,0,0,0,0,316028.25,105342.75,0,3,Medium
1,854232,1683,0,0,0,0,1,640674,213558,0,5,Hard
1,531863,4588,0,0,0,0,1,398897.25,132965.75,0,1,Hard
1,903402,3013,0,0,0,0,1,677551.5,225850.5,0,2,Medium
1,153205,1703,0,0,0,0,1,114903.75,38301.25,0,4,Medium
1,333546,1730,0,0,0,0,1,250159.5,83386.5,0,2,Hard
1,947668,2388,0,0,0,0,0,710751,236917,0,5,Hard
1,682924,565,0,0,0,0,1,512193,170731,0,5,Medium
1,546683,3260,0,0,0,0,0,410012.25,136670.75,0,4,Hard
1,129364,4567,0,0,0,0,1,97023,32341,0,4,Medium
1,488856,2460,0,0,0,0,0,366642,122214,0,1,Medium
1,470244,3989,0,0,0,0,1,352683,117561,0,2,Medium
1,306859,4655,0,0,0,0,0,230144.25,76714.75,0,1,Medium
1,644495,4859,0,0,0,0,1,483371.25,161123.75,0,6,Medium
1,126504,3418,0,0,0,0,1,94878,31626,0,3,Medium
1,407362,3122,0,0,0,0,1,305521.5,101840.5,0,5,Medium
1,685010,4245,0,0,0,0,0,513757.5,171252.5,0,2,Medium
1,119572,4986,0,0,0,0,0,89679,29893,0,1,Medium
1,138569,3243,0,0,0,0,0,103926.75,34642.25,0,2,Hard
1,757372,1887,0,0,0,0,0,568029,189343,0,4,Medium
1,696886,2393,0,0,0,0,1,522664.5,174221.5,0,6,Medium
1,380286,222,0,0,0,0,1,285214.5,95071.5,0,4,Medium
1,824480,389,0,0,0,0,1,618360,206120,0,2,Medium
1,126540,769,0,0,0,0,1,94905,31635,0,4,Medium
1,469095,3560,0,0,0,0,1,351821.25,117273.75,0,1,Medium
1,794261,3715,0,0,0,0,0,595695.75,198565.25,0,6,Medium
1,527181,2416,0,0,0,0,0,395385.75,131795.25,0,6,Medium
1,194492,3718,0,0,0,0,0,145869,48623,0,6,Medium
1,472295,3986,0,0,0,0,1,354221.25,118073.75,0,3,Hard
1,812023,4739,0,0,0,0,1,609017.25,203005.75,0,5,Hard
1,176414,2847,0,0,0,0,0,132310.5,44103.5,0,2,Medium
1,583815,943,0,0,0,0,0,437861.25,145953.75,0,6,Medium
1,819740,1492,0,0,0,0,1,614805,204935,0,5,Hard
1,483491,2677,0,0,0,0,1,362618.25,120872.75,0,1,Medium
1,767876,1831,0,0,0,0,1,575907,191969,0,5,Medium
1,869137,3372,0,0,0,0,0,651852.75,217284.25,0,5,Medium
1,814877,3002,0,0,0,0,1,611157.75,203719.25,0,3,Medium
1,985738,219,0,0,0,0,0,739303.5,246434.5,0,2,Medium
1,779522,2285,0,0,0,0,1,584641.5,194880.5,0,3,Medium
1,828532,3893,0,0,0,0,1,621399,207133,0,1,Medium
1,958422,2745,0,0,0,0,0,718816.5,239605.5,0,6,Medium
1,888026,3529,0,0,0,0,0,666019.5,222006.5,0,6,Medium
1,352508,1638,0,0,0,0,1,264381,88127,0,4,Medium
1,358996,2202,0,0,0,0,0,269247,89749,0,6,Medium
1,749855,3467,0,0,0,0,1,562391.25,187463.75,0,3,Medium
1,227208,1935,0,0,0,0,1,170406,56802,0,4,Medium
1,845489,4378,0,0,0,0,1,634116.75,211372.25,0,3,Medium
1,520701,2309,0,0,0,0,0,390525.75,130175.25,0,6,Medium
1,247924,304,0,0,0,0,1,185943,61981,0,4,Medium
1,620604,3813,0,0,0,0,1,465453,155151,0,3,Medium
1,883320,3570,0,0,0,0,0,662490,220830,0,6,Hard
1,115835,3610,0,0,0,0,0,86876.25,28958.75,0,3,Medium
1,854530,2754,0,0,0,0,1,640897.5,213632.5,0,6,Medium
1,955468,4412,0,0,0,0,0,716601,238867,0,3,Medium
1,540354,1374,0,0,0,0,0,405265.5,135088.5,0,6,Medium
1,785043,3255,0,0,0,0,1,588782.25,196260.75,0,5,Medium
1,299276,960,0,0,0,0,0,224457,74819,0,1,Medium
1,121332,3071,0,0,0,0,0,90999,30333,0,5,Medium
1,840452,601,0,0,0,0,0,630339,210113,0,6,Medium
1,325144,3745,0,0,0,0,0,243858,81286,0,6,Medium
1,834426,2944,0,0,0,0,0,625819.5,208606.5,0,4,Medium
1,420648,2487,0,0,0,0,0,315486,105162,0,3,Hard
1,888152,4650,0,0,0,0,1,666114,222038,0,1,Medium
1,601627,3046,0,0,0,0,1,451220.25,150406.75,0,6,Medium
1,458358,3288,0,0,0,0,1,343768.5,114589.5,0,1,Hard
1,584474,4839,0,0,0,0,0,438355.5,146118.5,0,1,Medium
1,855863,218,0,0,0,0,1,641897.25,213965.75,0,2,Medium
1,103206,920,0,0,0,0,0,77404.5,25801.5,0,6,Medium
1,610552,3867,0,0,0,0,0,457914,152638,0,4,Medium
1,315188,4752,0,0,0,0,0,236391,78797,0,5,Medium
1,961807,2859,0,0,0,0,0,721355.25,240451.75,0,3,Hard
1,292190,1867,0,0,0,0,1,219142.5,73047.5,0,4,Medium
1,140270,3372,0,0,0,0,0,105202.5,35067.5,0,2,Medium
1,210679,4459,0,0,0,0,0,158009.25,52669.75,0,5,Medium
1,177429,2927,0,0,0,0,1,133071.75,44357.25,0,6,Medium
1,484213,4325,0,0,0,0,0,363159.75,121053.25,0,4,Medium
1,778768,3917,0,0,0,0,0,584076,194692,0,4,Medium
1,383089,1554,0,0,0,0,1,287316.75,95772.25,0,1,Medium
1,179992,4030,0,0,0,0,0,134994,44998,0,4,Hard
1,883987,3364,0,0,0,0,0,662990.25,220996.75,0,2,Medium
1,751300,445,0,0,0,0,1,563475,187825,0,1,Hard
1,951715,4308,0,0,0,0,1,713786.25,237928.75,0,3,Medium
1,350974,3684,0,0,0,0,0,263230.5,87743.5,0,3,Medium
1,369483,449,0,0,0,0,1,277112.25,92370.75,0,5,Medium
1,795174,2448,0,0,0,0,0,596380.5,198793.5,0,4,Medium
1,344263,403,0,0,0,0,0,258197.25,86065.75,0,2,Medium
1,367653,4933,0,0,0,0,0,275739.75,91913.25,0,3,Hard
1,482690,3057,0,0,0,0,1,362017.5,120672.5,0,3,Medium
1,452564,2617,0,0,0,0,1,339423,113141,0,3,Medium
1,942703,840,0,0,0,0,1,707027.25,235675.75,0,6,Medium
1,355706,2829,0,0,0,0,1,266779.5,88926.5,0,5,Medium
1,485221,3489,0,0,0,0,0,363915.75,121305.25,0,1,Medium
1,96606,196,0,0,0,0,0,72454.5,24151.5,0,4,Medium
1,469476,1399,0,0,0,0,0,352107,117369,0,5,Medium
1,367310,766,0,0,0,0,0,275482.5,91827.5,0,3,Medium
1,836314,1323,0,0,0,0,0,627235.5,209078.5,0,6,Medium
1,617414,3365,0,0,0,0,0,463060.5,154353.5,0,3,Medium
1,594131,1924,0,0,0,0,1,445598.25,148532.75,0,2,Medium
1,587308,2533,0,0,0,0,0,440481,146827,0,5,Medium
1,778429,3982,0,0,0,0,0,583821.75,194607.25,0,4,Medium
1,297093,2090,0,0,0,0,0,222819.75,74273.25,0,3,Medium
1,360231,3650,0,0,0,0,1,270173.25,90057.75,0,6,Medium
1,598404,3259,0,0,0,0,0,448803,149601,0,4,Medium
1,396492,4220,0,0,0,0,0,297369,99123,0,5,Medium
1,419247,2974,0,0,0,0,0,314435.25,104811.75,0,2,Medium
1,339465,4882,0,0,0,0,1,254598.75,84866.25,0,5,Medium
1,664831,2464,0,0,0,0,0,498623.25,166207.75,0,3,Medium
1,273930,4990,0,0,0,0,1,205447.5,68482.5,0,1,Medium
1,438082,4857,0,0,0,0,1,328561.5,109520.5,0,3,Medium
1,968325,3954,0,0,0,0,1,726243.75,242081.25,0,6,Medium
1,188704,2782,0,0,0,0,1,141528,47176,0,1,Medium
1,376869,926,0,0,0,0,0,282651.75,94217.25,0,5,Hard
1,477379,4783,0,0,0,0,1,358034.25,119344.75,0,4,Medium
1,529200,653,0,0,0,0,0,396900,132300,0,1,Medium
1,745257,4399,0,0,0,0,0,558942.75,186314.25,0,2,Medium
1,579642,4146,0,0,0,0,1,434731.5,144910.5,0,1,Medium
1,825649,2440,0,0,0,0,1,619236.75,206412.25,0,4,Medium
1,230929,1742,0,0,0,0,1,173196.75,57732.25,0,2,Medium
1,832717,1065,0,0,0,0,1,624537.75,208179.25,0,1,Medium
1,92354,2003,0,0,0,0,1,69265.5,23088.5,0,1,Medium
1,575861,1059,0,0,0,0,1,431895.75,143965.25,0,5,Hard
1,916838,3561,0,0,0,0,0,687628.5,229209.5,0,5,Hard
1,286725,3863,0,0,0,0,1,215043.75,71681.25,0,6,Hard
1,250676,3385,0,0,0,0,1,188007,62669,0,6,Medium
1,365245,2623,0,0,0,0,1,273933.75,91311.25,0,2,Hard
1,557195,3451,0,0,0,0,0,417896.25,139298.75,0,2,Medium
1,125804,4607,0,0,0,0,1,94353,31451,0,5,Hard
1,958592,2974,0,0,0,0,1,718944,239648,0,2,Medium
1,106061,3215,0,0,0,0,1,79545.75,26515.25,0,2,Medium
1,117638,452,0,0,0,0,1,88228.5,29409.5,0,5,Medium
1,491758,4342,0,0,0,0,0,368818.5,122939.5,0,3,Medium
1,407625,3870,0,0,0,0,1,305718.75,101906.25,0,1,Medium
1,820951,2479,0,0,0,0,0,615713.25,205237.75,0,4,Medium
1,783451,1089,0,0,0,0,1,587588.25,195862.75,0,4,Medium
1,220795,257,0,0,0,0,0,165596.25,55198.75,0,4,Hard
1,839043,2403,0,0,0,0,0,629282.25,209760.75,0,3,Medium
1,643672,1626,0,0,0,0,0,482754,160918,0,3,Hard
1,244758,1364,0,0,0,0,1,183568.5,61189.5,0,3,Medium
1,92731,3485,0,0,0,0,0,69548.25,23182.75,0,4,Medium
1,451357,1358,0,0,0,0,1,338517.75,112839.25,0,5,Medium
1,690820,4480,0,0,0,0,0,518115,172705,0,4,Medium
1,884059,4971,0,0,0,0,1,663044.25,221014.75,0,6,Hard
1,725739,2965,0,0,0,0,0,544304.25,181434.75,0,3,Medium
1,972908,1276,0,0,0,0,0,729681,243227,0,6,Medium
1,603832,1591,0,0,0,0,0,452874,150958,0,2,Medium
1,305712,2940,0,0,0,0,1,229284,76428,0,4,Medium
1,823266,4241,0,0,0,0,1,617449.5,205816.5,0,1,Medium
1,998623,3097,0,0,0,0,1,748967.25,249655.75,0,3,Medium
1,91366,4484,0,0,0,0,0,68524.5,22841.5,0,5,Hard
1,228551,3964,0,0,0,0,0,171413.25,57137.75,0,4,Medium
1,130336,3686,0,0,0,0,1,97752,32584,0,6,Medium
1,925116,897,0,0,0,0,1,693837,231279,0,5,Medium
1,865016,4361,0,0,0,0,1,648762,216254,0,5,Medium
1,102766,2358,0,0,0,0,1,77074.5,25691.5,0,1,Hard
1,401405,1415,0,0,0,0,1,301053.75,100351.25,0,4,Medium
1,678662,2723,0,0,0,0,1,508996.5,169665.5,0,5,Medium
1,357635,1190,0,0,0,0,0,268226.25,89408.75,0,1,Medium
1,648945,513,0,0,0,0,1,486708.75,162236.25,0,2,Medium
1,624866,3913,0,0,0,0,1,468649.5,156216.5,0,6,Medium
1,842006,4849,0,0,0,0,0,631504.5,210501.5,0,5,Hard
1,218236,570,0,0,0,0,0,163677,54559,0,1,Hard
1,176220,2275,0,0,0,0,1,132165,44055,0,6,Hard
1,674871,4645,0,0,0,0,0,506153.25,168717.75,0,3,Medium
1,672350,1032,0,0,0,0,0,504262.5,168087.5,0,5,Medium
1,762840,2187,0,0,0,0,0,572130,190710,0,6,Medium
1,281990,3268,0,0,0,0,1,211492.5,70497.5,0,4,Medium
1,260898,4005,0,0,0,0,0,195673.5,65224.5,0,6,Medium
1,627071,359,0,0,0,0,0,470303.25,156767.75,0,6,Medium
1,995131,2694,0,0,0,0,1,746348.25,248782.75,0,6,Medium
1,743758,200,0,0,0,0,0,557818.5,185939.5,0,4,Medium
1,460044,4675,0,0,0,0,1,345033,115011,0,2,Hard
1,863480,4516,0,0,0,0,0,647610,215870,0,3,Medium
1,742444,4333,0,0,0,0,1,556833,185611,0,4,Medium
1,355293,592,0,0,0,0,0,266469.75,88823.25,0,2,Medium
1,177364,4222,0,0,0,0,1,133023,44341,0,5,Medium
1,150365,1831,0,0,0,0,1,112773.75,37591.25,0,4,Medium
1,427176,1960,0,0,0,0,1,320382,106794,0,3,Medium
1,558607,940,0,0,0,0,0,418955.25,139651.75,0,6,Medium
3,4302000,3982,0,0,0,0,0,3226500,1075500,0,3,Medium
3,4163524,7481,0,0,0,0,1,3122643,1040881,0,2,Medium
3,1024443,1001,0,0,0,0,1,768332.25,256110.75,0,3,Medium
3,192797,2677,0,0,0,0,1,144597.75,48199.25,0,2,Medium
3,5210337,7221,0,0,0,0,1,3907752.75,1302584.25,0,4,Medium
3,2852710,1387,0,0,0,0,1,2139532.5,713177.5,0,4,Hard
3,6187204,2163,0,0,0,0,1,4640403,1546801,0,2,Medium
3,3682580,8730,0,0,0,0,1,2761935,920645,0,6,Medium
3,3573700,4189,0,0,0,0,0,2680275,893425,0,1,Hard
3,3433009,301,0,0,0,0,1,2574756.75,858252.25,0,4,Medium
3,222930,7735,0,0,0,0,0,167197.5,55732.5,0,3,Medium
3,3574672,3247,0,0,0,0,1,2681004,893668,0,6,Medium
3,6888856,5347,0,0,0,0,1,5166642,1722214,0,3,Medium
3,3845274,757,0,0,0,0,1,2883955.5,961318.5,0,3,Medium
3,1667399,1669,0,0,0,0,1,1250549.25,416849.75,0,1,Medium
3,5118574,6641,0,0,0,0,1,3838930.5,1279643.5,0,6,Hard
3,6651481,4570,0,0,0,0,0,4988610.75,1662870.25,0,3,Medium
3,3938998,2904,0,0,0,0,0,2954248.5,984749.5,0,6,Medium
3,4339048,3672,0,0,0,0,1,3254286,1084762,0,2,Medium
3,645496,8170,0,0,0,0,1,484122,161374,0,3,Medium
3,179885,5394,0,0,0,0,0,134913.75,44971.25,0,5,Hard
3,1911561,4800,0,0,0,0,1,1433670.75,477890.25,0,5,Hard
3,6966155,2570,0,0,0,0,0,5224616.25,1741538.75,0,1,Medium
3,5540303,2620,0,0,0,0,0,4155227.25,1385075.75,0,2,Medium
3,1602356,1627,0,0,0,0,1,1201767,400589,0,1,Medium
3,5464071,4749,0,0,0,0,0,4098053.25,1366017.75,0,1,Medium
3,978839,1402,0,0,0,0,0,734129.25,244709.75,0,3,Medium
3,4340794,5999,0,0,0,0,0,3255595.5,1085198.5,0,5,Medium
3,4173253,6510,0,0,0,0,0,3129939.75,1043313.25,0,1,Medium
3,4966654,5601,0,0,0,0,1,3724990.5,1241663.5,0,4,Medium
3,3660989,4984,0,0,0,0,1,2745741.75,915247.25,0,2,Medium
3,3244095,8289,0,0,0,0,0,2433071.25,811023.75,0,1,Medium
3,808708,8488,0,0,0,0,1,606531,202177,0,2,Hard
3,2429844,3396,0,0,0,0,1,1822383,607461,0,5,Hard
3,2247037,3489,0,0,0,0,1,1685277.75,561759.25,0,1,Medium
3,6764887,5349,0,0,0,0,1,5073665.25,1691221.75,0,5,Medium
3,6649982,3292,0,0,0,0,0,4987486.5,1662495.5,0,6,Medium
3,6754320,6680,0,0,0,0,0,5065740,1688580,0,5,Medium
3,6054146,7222,0,0,0,0,0,4540609.5,1513536.5,0,1,Hard
3,1047940,5639,0,0,0,0,1,785955,261985,0,2,Medium
3,641349,7077,0,0,0,0,1,481011.75,160337.25,0,5,Hard
3,6568007,323,0,0,0,0,0,4926005.25,1642001.75,0,2,Medium
3,6465464,4373,0,0,0,0,0,4849098,1616366,0,5,Medium
3,6780657,4240,0,0,0,0,0,5085492.75,1695164.25,0,6,Medium
3,12112,2839,0,0,0,0,1,9084,3028,0,6,Medium
3,5429758,2127,0,0,0,0,0,4072318.5,1357439.5,0,6,Hard
3,856434,4487,0,0,0,0,1,642325.5,214108.5,0,3,Medium
3,2633382,535,0,0,0,0,1,1975036.5,658345.5,0,2,Medium
3,4936528,4285,0,0,0,0,1,3702396,1234132,0,6,Medium
3,3724511,1684,0,0,0,0,1,2793383.25,931127.75,0,1,Medium
3,5480643,7296,0,0,0,0,0,4110482.25,1370160.75,0,3,Medium
3,1881912,5973,0,0,0,0,1,1411434,470478,0,2,Medium
3,1850511,7011,0,0,0,0,0,1387883.25,462627.75,0,6,Medium
3,229807,8542,0,0,0,0,1,172355.25,57451.75,0,3,Medium
3,5511757,5548,0,0,0,0,1,4133817.75,1377939.25,0,3,Medium
3,3286286,6083,0,0,0,0,1,2464714.5,821571.5,0,4,Medium
3,3821721,5386,0,0,0,0,0,2866290.75,955430.25,0,5,Medium
3,3834605,3302,0,0,0,0,0,2875953.75,958651.25,0,3,Medium
3,6227871,1640,0,0,0,0,0,4670903.25,1556967.75,0,6,Medium
3,4513319,3586,0,0,0,0,0,3384989.25,1128329.75,0,2,Medium
3,1262110,3699,0,0,0,0,0,946582.5,315527.5,0,5,Medium
3,1807221,2639,0,0,0,0,1,1355415.75,451805.25,0,6,Medium
3,4369086,8917,0,0,0,0,1,3276814.5,1092271.5,0,3,Medium
3,3358245,8102,0,0,0,0,0,2518683.75,839561.25,0,3,Medium
3,2110944,2946,0,0,0,0,1,1583208,527736,0,4,Medium
3,1750723,3434,0,0,0,0,1,1313042.25,437680.75,0,4,Hard
3,6114278,1300,0,0,0,0,1,4585708.5,1528569.5,0,6,Medium
3,6408089,4632,0,0,0,0,1,4806066.75,1602022.25,0,1,Medium
3,6030173,5733,0,0,0,0,0,4522629.75,1507543.25,0,3,Hard
3,630532,1166,0,0,0,0,0,472899,157633,0,3,Medium
3,2579553,4655,0,0,0,0,0,1934664.75,644888.25,0,1,Medium
3,3780331,2845,0,0,0,0,1,2835248.25,945082.75,0,4,Medium
3,4808355,803,0,0,0,0,1,3606266.25,1202088.75,0,1,Medium
3,1408981,4811,0,0,0,0,0,1056735.75,352245.25,0,3,Hard
3,5152512,1827,0,0,0,0,0,3864384,1288128,0,6,Medium
3,1655732,6354,0,0,0,0,0,1241799,413933,0,2,Medium
3,5530502,2839,0,0,0,0,0,4147876.5,1382625.5,0,3,Medium
3,1883421,609,0,0,0,0,0,1412565.75,470855.25,0,4,Medium
3,5928102,4786,0,0,0,0,0,4446076.5,1482025.5,0,4,Hard
3,2649937,3980,0,0,0,0,1,1987452.75,662484.25,0,4,Hard
3,2419171,8162,0,0,0,0,1,1814378.25,604792.75,0,3,Medium
3,5111296,7786,0,0,0,0,0,3833472,1277824,0,2,Medium
3,3062225,7222,0,0,0,0,1,2296668.75,765556.25,0,2,Medium
3,5248258,7041,0,0,0,0,1,3936193.5,1312064.5,0,1,Medium
3,4089164,3855,0,0,0,0,1,3066873,1022291,0,4,Medium
3,6806391,2212,0,0,0,0,1,5104793.25,1701597.75,0,6,Medium
3,2811400,7922,0,0,0,0,1,2108550,702850,0,1,Medium
3,1129658,3802,0,0,0,0,1,847243.5,282414.5,0,5,Hard
3,4677058,5275,0,0,0,0,1,3507793.5,1169264.5,0,2,Medium
3,6934593,8525,0,0,0,0,0,5200944.75,1733648.25,0,3,Medium
3,6582367,7904,0,0,0,0,0,4936775.25,1645591.75,0,2,Medium
3,623084,3495,0,0,0,0,1,467313,155771,0,1,Medium
3,1756114,4513,0,0,0,0,1,1317085.5,439028.5,0,2,Medium
3,556219,8181,0,0,0,0,1,417164.25,139054.75,0,4,Medium
3,5481067,8203,0,0,0,0,1,4110800.25,1370266.75,0,2,Medium
3,1225227,4022,0,0,0,0,0,918920.25,306306.75,0,1,Medium
3,5998305,6232,0,0,0,0,0,4498728.75,1499576.25,0,5,Medium
3,5594756,5075,0,0,0,0,1,4196067,1398689,0,6,Medium
3,2053494,4260,0,0,0,0,1,1540120.5,513373.5,0,5,Medium
3,6235239,8441,0,0,0,0,1,4676429.25,1558809.75,0,6,Medium
3,6896554,6110,0,0,0,0,0,5172415.5,1724138.5,0,1,Medium
3,508164,8077,0,0,0,0,1,381123,127041,0,4,Hard
3,3909905,2829,0,0,0,0,1,2932428.75,977476.25,0,3,Medium
3,1681074,2484,0,0,0,0,1,1260805.5,420268.5,0,2,Medium
3,307155,5210,0,0,0,0,0,230366.25,76788.75,0,6,Hard
3,1455406,2456,0,0,0,0,0,1091554.5,363851.5,0,4,Medium
3,2616713,2659,0,0,0,0,0,1962534.75,654178.25,0,1,Hard
3,945928,8843,0,0,0,0,1,709446,236482,0,3,Hard
3,1146837,1011,0,0,0,0,0,860127.75,286709.25,0,4,Medium
3,5480545,680,0,0,0,0,0,4110408.75,1370136.25,0,5,Medium
3,2943698,5156,0,0,0,0,1,2207773.5,735924.5,0,3,Medium
3,222959,4177,0,0,0,0,0,167219.25,55739.75,0,4,Medium
3,6844837,3269,0,0,0,0,0,5133627.75,1711209.25,0,3,Medium
3,3483793,603,0,0,0,0,0,2612844.75,870948.25,0,1,Medium
3,3123932,6376,0,0,0,0,1,2342949,780983,0,4,Medium
3,1706632,7119,0,0,0,0,0,1279974,426658,0,5,Medium
3,5391057,2908,0,0,0,0,0,4043292.75,1347764.25,0,6,Medium
3,1098499,5611,0,0,0,0,0,823874.25,274624.75,0,1,Medium
3,5448554,8085,0,0,0,0,1,4086415.5,1362138.5,0,3,Medium
3,3181533,1823,0,0,0,0,1,2386149.75,795383.25,0,1,Medium
3,5994309,7043,0,0,0,0,0,4495731.75,1498577.25,0,6,Medium
3,3320803,8168,0,0,0,0,0,2490602.25,830200.75,0,1,Medium
3,255397,6096,0,0,0,0,0,191547.75,63849.25,0,6,Medium
3,4078679,3234,0,0,0,0,1,3059009.25,1019669.75,0,1,Medium
3,4260806,5031,0,0,0,0,0,3195604.5,1065201.5,0,5,Medium
3,2099433,4032,0,0,0,0,1,1574574.75,524858.25,0,3,Medium
3,5166489,3327,0,0,0,0,1,3874866.75,1291622.25,0,2,Medium
3,2198418,361,0,0,0,0,0,1648813.5,549604.5,0,6,Hard
3,176466,182,0,0,0,0,1,132349.5,44116.5,0,3,Medium
3,591496,387,0,0,0,0,1,443622,147874,0,4,Hard
3,4902052,943,0,0,0,0,1,3676539,1225513,0,3,Medium
3,5278359,4801,0,0,0,0,1,3958769.25,1319589.75,0,2,Medium
3,141679,5211,0,0,0,0,0,106259.25,35419.75,0,1,Medium
3,3312481,7997,0,0,0,0,0,2484360.75,828120.25,0,2,Medium
3,4920767,8840,0,0,0,0,1,3690575.25,1230191.75,0,3,Medium
3,5107263,1442,0,0,0,0,0,3830447.25,1276815.75,0,3,Medium
